TSNE1,TSNE2,year,month,T (degC)
33.51148,-6.308189,2014,10,13.87
-48.548733,48.96735,2015,7,1.6
-35.454956,-15.618146,2012,6,5.49
-11.217919,-39.95294,2011,7,3.76
3.062742,25.775093,2010,9,12.77
63.77308,41.84488,2016,10,25.82
-26.667234,29.24734,2009,9,0.09
15.021158,10.580197,2012,5,16.71
48.332485,-19.405811,2012,3,14.74
-12.713659,-23.823292,2009,5,3.44
-8.590695,-42.317688,2012,6,5.78
75.14684,-17.875751,2014,11,16.39
-0.2018058,-37.152897,2009,7,7.53
-38.808437,11.602775,2013,10,0.04
-44.129124,37.61588,2014,5,2.89
56.91789,-27.132774,2013,5,16.47
-49.766552,-0.6048357,2014,4,2.36
3.5058825,-61.442844,2013,10,6.88
-41.85913,17.010761,2014,6,4.05
37.42862,-54.2379,2011,7,13.54
54.142677,-15.293216,2010,1,19.72
-31.54187,-62.915356,2016,3,3.11
-3.523642,51.88321,2016,11,10.56
19.588465,-8.690154,2010,3,12.42
-27.315243,-4.2492833,2013,10,6.82
31.61808,-17.841778,2012,6,15.26
30.295895,-40.280006,2013,11,11.34
56.460796,-0.39989662,2011,3,17.53
-19.112394,7.2830973,2013,5,7.51
-0.14619066,-41.55796,2011,8,9.58
-29.956223,48.5952,2011,4,7.1
-39.31707,-24.611006,2010,12,3.88
38.017223,50.580612,2013,6,20.38
35.712135,-30.605885,2016,9,17.36
59.177242,21.900528,2011,4,23.07
17.374184,19.803368,2009,11,11.32
48.280846,-28.289177,2016,2,14.7
-38.16667,38.51206,2014,2,6.37
45.582676,-32.24918,2014,5,12.86
61.753647,-17.826164,2012,7,15.62
-1.4768693,28.31305,2010,9,8.31
31.106573,-37.359936,2014,11,11.82
-18.27913,-29.4593,2011,5,4.18
-11.82283,27.62341,2010,8,9.74
42.564133,-4.114292,2014,12,13.62
-28.974394,-48.346184,2015,11,3.71
21.856121,24.02118,2009,8,16.54
-29.307032,-48.544174,2015,11,1.67
3.178115,0.6088811,2015,9,12.16
53.855244,47.86297,2014,1,25.57
6.6465573,33.384857,2014,5,10.21
29.789982,-23.41865,2016,6,13.68
-5.7220316,-38.16922,2011,7,4.44
46.729088,-32.924736,2014,5,13.69
-25.519455,21.425482,2015,8,4.84
-46.984737,48.256226,2015,4,2.48
-74.75229,2.4316578,2010,12,-9.78
-8.641084,-61.691795,2014,11,2.49
3.3498664,-11.344616,2010,3,9.35
55.666233,-20.860489,2012,4,17.27
-0.9525672,5.640393,2011,1,10.34
6.807837,44.18411,2015,2,14.29
44.101177,17.456728,2015,3,19.84
37.325615,-0.5051827,2012,4,14.64
11.902055,4.808415,2010,4,15.88
29.705074,0.8087811,2009,7,10.97
-0.02939121,-43.98426,2012,8,8.79
8.624628,-59.89074,2016,12,6.49
18.756338,27.651594,2011,9,16.96
-32.895473,31.43816,2014,7,7.74
-24.529964,-54.17701,2012,6,-2.27
-1.7444886,-30.170416,2012,3,10.55
-33.482033,-57.900826,2014,7,2.56
-40.746834,20.136042,2016,5,3.68
-47.3893,18.753433,2013,2,2.55
-46.993805,7.630738,2012,6,2.9
-18.442352,-59.360645,2013,12,-0.86
31.34504,5.2031837,2011,5,14.64
35.649624,-34.124695,2015,11,13.75
18.0429,-7.7071204,2012,3,13.98
-80.98929,-2.966104,2013,12,-5.53
60.516933,-23.069149,2009,4,19.19
50.00957,-8.115687,2015,1,16.05
0.011668452,-49.75995,2009,8,5.37
42.58532,51.590405,2013,7,22.7
-32.081306,12.412383,2014,10,5.02
19.542257,13.750611,2015,6,12.6
59.2415,26.163414,2013,2,25.41
10.4434185,-10.740772,2010,1,10.51
12.259107,-0.7360768,2009,3,13.43
-0.3082886,-37.14662,2009,7,8.86
-26.66782,28.988737,2009,9,3.33
1.579388,-68.33005,2016,9,6.18
37.50558,-55.898712,2009,6,10.89
30.26215,12.987125,2009,7,17.99
36.06155,-44.92152,2011,12,13.16
28.418123,43.67587,2009,12,19.08
31.982056,9.789465,2010,6,16.22
35.12557,11.308983,2009,9,16.62
7.1115475,-63.42957,2016,11,6.44
2.3242545,-48.889366,2010,8,8.58
1.4518657,-7.8372884,2011,4,7.35
11.652839,-17.232931,2010,4,9.88
14.226862,-45.82387,2015,6,11.57
-50.549637,37.040455,2011,8,1.64
41.811707,-27.732376,2015,6,15.3
51.36645,29.816782,2016,3,20.05
42.316605,-17.89999,2014,4,12.67
48.740166,-8.694057,2016,1,14.37
12.472348,10.22012,2010,4,14.5
20.34438,53.56548,2016,8,17.02
63.275955,-0.15658756,2011,1,13.71
-60.809475,27.913603,2010,2,0.26
-52.31488,28.217522,2010,1,-4.14
-49.513683,37.67013,2013,7,-2.04
-39.483265,15.880229,2016,8,3.5
-0.72960174,-43.662857,2011,9,9.0
-35.109688,-19.279781,2009,6,8.67
-48.82414,-0.6568196,2015,5,0.41
61.75359,43.03149,2015,7,29.75
41.22142,-39.965664,2015,12,14.42
54.17178,40.805454,2009,2,26.9
-31.812078,-22.162085,2010,7,4.78
-18.66947,39.61597,2011,6,9.06
-38.53175,36.560062,2014,1,5.11
37.4039,-56.35677,2009,6,10.43
-56.351376,-1.2732983,2012,7,-0.4
50.212067,7.6196733,2009,12,17.24
48.33981,4.5073986,2012,9,19.22
28.594906,-54.448586,2009,10,12.03
-33.44413,-63.52124,2013,2,5.79
-26.177042,48.228924,2016,4,5.31
8.955023,-51.645126,2014,10,8.77
-24.206676,-43.3834,2011,11,-0.32
11.966741,-55.494205,2013,12,10.78
-26.32266,28.113758,2009,11,0.17
62.72507,-30.657724,2014,7,16.63
64.02282,-25.373108,2012,6,19.92
-36.184406,23.33965,2016,7,3.34
-11.905491,-46.067883,2011,8,4.18
63.28137,34.108967,2009,3,27.41
-46.145355,17.037983,2012,3,3.85
36.88408,31.492512,2010,10,24.03
26.21676,-10.30396,2015,3,11.58
-74.22729,-0.40439412,2010,12,-7.37
-46.846718,48.315205,2015,4,2.51
-32.770004,41.459206,2015,2,6.79
-5.0881424,-9.84584,2012,3,6.79
8.886786,-0.17611241,2013,2,14.42
-13.49243,1.2889074,2013,4,7.67
-80.61012,9.088381,2010,9,-2.09
-6.8196416,-28.612799,2011,4,7.69
-48.436905,-19.226938,2015,12,2.0
-18.997862,46.46542,2014,10,5.76
-35.525593,13.474378,2014,11,4.56
-14.974438,-52.89093,2010,9,-4.44
3.865587,-0.5799998,2015,10,11.64
-59.660976,15.236601,2013,2,-0.4
-67.79494,33.76633,2011,1,-4.82
55.898083,-15.0602455,2013,3,19.51
75.604645,-14.565004,2014,11,21.01
17.512003,-53.587486,2011,10,7.32
24.499882,6.7237663,2009,5,11.89
22.568054,-35.40323,2015,10,10.73
-13.67714,-72.41209,2016,5,4.96
-83.02852,20.629461,2012,4,-15.39
-11.18647,4.3645654,2012,2,8.04
-18.989738,51.627705,2015,8,6.83
-14.071108,-34.451195,2009,3,2.85
41.813652,-41.06397,2014,11,12.73
20.954857,41.742992,2015,10,20.2
40.454716,-38.443005,2016,12,14.62
34.10876,-50.964897,2011,9,11.36
70.63637,2.057065,2012,7,19.48
-38.211544,-8.2019205,2009,6,3.92
31.797709,28.070993,2012,9,22.24
29.262596,32.268425,2012,11,20.52
-1.4942548,-41.81943,2013,9,10.3
-31.621262,-59.4466,2013,5,1.92
-45.236687,7.7080936,2011,7,3.75
6.5821996,-48.823387,2014,7,6.54
-9.606755,-2.141148,2016,3,10.85
48.00328,8.036177,2010,9,19.71
14.909095,-40.301132,2012,7,8.24
40.301476,36.032356,2009,3,21.87
-28.34866,13.319252,2016,6,5.14
-17.704884,-45.053635,2015,6,9.0
31.147633,-33.413845,2016,12,15.65
21.5052,-17.126831,2014,2,12.86
61.41332,-27.029694,2011,4,16.72
-2.0472622,-63.36681,2013,9,8.26
-75.68565,2.1285822,2010,11,-7.02
28.200989,19.327171,2011,8,17.29
31.049513,-50.263004,2010,8,12.59
-31.321781,38.38309,2015,1,13.52
14.513305,21.933311,2010,12,13.01
-42.832237,1.2548863,2011,5,2.94
-43.170662,42.60537,2015,2,3.53
-20.444822,52.326233,2015,12,6.0
-83.487755,13.227075,2012,10,-8.14
-19.543657,56.226482,2016,9,6.67
-21.91339,35.3531,2013,10,7.64
-9.838032,-55.05837,2011,12,2.63
48.927235,-42.647835,2013,9,14.45
-33.613846,49.97281,2015,3,3.0
53.82821,-13.59172,2013,1,16.8
59.267857,22.577805,2011,3,23.99
-26.127045,34.30577,2009,10,1.42
10.083326,53.066986,2015,11,18.22
-12.159747,-47.69298,2013,10,6.92
45.31979,44.32561,2012,3,22.6
-60.766,2.90744,2013,9,-0.91
0.32169136,-50.05992,2009,9,7.04
2.6419978,25.363304,2010,9,11.23
10.183233,-26.936283,2016,9,6.88
12.954117,-37.957943,2009,7,7.53
31.10806,-45.51231,2012,9,14.31
-42.89915,-53.46368,2014,2,-1.45
-19.591152,-64.05714,2013,12,1.77
32.401375,46.03221,2011,10,23.75
-63.81432,-0.5817245,2011,10,-2.1
-13.523577,-27.31651,2012,1,1.92
31.329594,35.554825,2016,9,21.67
4.4333305,-20.359232,2010,3,11.56
43.38172,22.124529,2016,3,19.91
62.927704,50.108902,2015,5,32.63
-2.6608272,-59.642902,2014,8,6.37
56.98959,0.13212632,2009,1,17.07
-38.551037,30.657602,2016,7,4.46
32.80915,25.087233,2012,7,20.71
-32.23095,-61.258354,2015,3,5.44
22.140024,21.171041,2011,8,17.83
35.15463,3.8599637,2010,6,13.98
-32.32165,-69.00056,2015,3,5.54
-42.04283,35.34776,2013,2,0.25
48.488056,8.811385,2010,12,19.86
61.652504,-2.6823187,2014,4,17.4
-30.01482,48.529778,2011,4,7.19
-6.7279797,26.849926,2014,10,10.78
2.969815,45.779167,2015,1,12.62
-80.28123,0.5541401,2010,12,-3.03
-44.36143,48.994858,2015,4,3.52
-29.60638,-65.87481,2016,2,7.73
25.64855,53.971996,2016,7,21.44
-34.556686,-71.72895,2015,2,8.58
-48.32861,52.526855,2015,7,6.52
-86.96342,16.478642,2012,2,-15.46
67.56468,44.625896,2015,9,27.8
41.127224,-18.895851,2013,7,11.86
25.694897,33.475048,2012,12,19.3
25.252348,33.63755,2012,12,19.74
-31.604822,18.941786,2014,4,6.16
-26.084373,-4.8788414,2012,12,6.74
-12.150646,-39.70593,2011,5,2.73
-28.176804,-14.857007,2010,11,6.9
5.616609,-68.332375,2016,9,9.66
-74.66303,-4.7461557,2009,12,-1.17
13.732966,11.892797,2012,4,16.97
-65.89737,24.945856,2011,4,-5.77
29.78491,-39.80161,2013,11,11.91
-46.455452,-14.824719,2016,11,3.74
-64.691185,24.992182,2010,4,-4.7
-68.76025,11.286237,2015,6,-3.47
-42.18449,2.889688,2009,5,3.37
-59.877163,-6.335846,2014,11,0.01
32.44889,-31.30096,2016,9,16.07
60.72783,23.10806,2013,2,21.93
28.44716,11.673137,2010,6,18.37
18.021128,3.4150207,2015,11,16.11
-29.38498,-10.092139,2009,6,8.03
-14.886932,-4.354682,2012,6,11.22
62.961426,43.092464,2016,8,27.32
69.27247,45.072624,2014,9,28.92
-3.3965175,-49.81588,2009,10,6.7
-11.420809,-7.413724,2016,5,8.78
11.042492,6.3914332,2010,3,12.1
20.437714,-22.282606,2015,2,10.04
23.386305,24.832056,2009,12,15.45
28.563063,-33.75394,2016,11,12.83
47.39358,3.481884,2013,9,18.27
25.78028,45.95872,2014,12,21.31
53.558643,29.444708,2013,3,22.05
-84.23779,-3.1494837,2013,11,-5.73
28.669504,43.31871,2009,10,18.43
51.633137,26.393263,2011,5,20.32
-2.9887345,-31.93937,2013,3,7.3
10.603582,31.76294,2015,10,13.03
18.65682,51.678707,2015,9,16.24
10.138812,-33.40261,2009,5,9.35
-42.106056,35.590702,2013,2,0.18
-28.18189,-14.853109,2010,10,8.39
56.20161,6.978782,2009,7,17.64
33.949486,-34.735218,2015,8,14.82
-40.10818,-24.769384,2010,12,2.51
-20.158081,52.867718,2015,9,8.37
34.54234,-7.8790593,2013,10,10.66
43.00138,22.043344,2016,3,18.7
65.819855,42.806824,2016,11,28.36
13.201138,-38.425087,2010,8,9.06
-64.8117,31.594585,2010,4,-4.94
54.22566,49.878025,2015,2,26.4
61.418262,-2.7417068,2012,5,15.27
-46.990807,22.268393,2014,1,1.08
-34.538944,-71.738144,2015,2,8.49
-60.325615,32.876408,2010,4,-0.7
-80.45615,20.15721,2009,9,-15.74
27.729376,12.942286,2009,4,19.23
-66.23029,24.1843,2011,1,-4.3
53.15327,-21.567545,2012,2,15.76
37.713715,-43.04916,2013,12,12.53
64.562195,46.464535,2015,8,30.63
-7.421604,-27.896221,2012,2,6.75
-75.518616,2.558581,2010,10,-5.49
53.842716,-5.897143,2016,4,18.48
1.4306384,-20.31759,2012,2,8.32
-52.656963,22.2063,2013,1,-2.19
29.107985,-34.83257,2016,12,14.88
-12.22254,33.711643,2009,3,7.09
54.206097,41.034534,2010,1,26.85
-1.3604851,-19.865301,2011,2,9.99
-20.88128,-22.044765,2010,12,9.8
-26.34679,27.527842,2009,12,-2.17
58.005314,24.547373,2011,2,22.6
41.918365,53.27422,2013,9,24.74
-7.7576156,-32.117535,2011,1,7.51
-17.695675,-59.042953,2013,12,-0.9
61.560715,-9.600726,2015,4,21.43
60.979614,18.799494,2013,3,23.9
7.4033623,45.07252,2016,2,16.62
-26.160017,-26.572699,2010,8,0.97
-9.843331,7.3408256,2015,3,13.14
-69.065575,0.5842513,2010,7,-9.19
-72.69798,25.701006,2011,4,-2.93
-25.825172,25.696602,2010,11,2.9
25.40337,-40.34698,2012,8,15.23
-38.371445,-51.053284,2012,2,-1.79
-33.6987,-19.876694,2010,6,5.68
-17.680136,38.70718,2010,5,6.58
24.876284,1.7825562,2010,7,15.17
4.0069914,-12.442837,2010,1,12.01
-23.167246,15.540791,2012,9,2.59
-1.7982808,-31.145863,2012,3,8.43
-24.64429,31.326818,2009,10,4.34
-39.119133,30.255112,2016,8,4.27
-10.409837,-50.52078,2014,11,1.84
-31.56948,3.0141907,2009,9,2.1
52.425056,17.528954,2014,9,22.38
33.925587,-29.492857,2016,10,15.02
66.05269,5.8828597,2016,11,19.09
27.616411,8.89896,2009,7,17.12
-30.237284,-67.34764,2016,3,6.12
-30.783163,-35.750446,2010,11,8.44
-5.1066046,-33.81311,2012,2,7.48
-6.544972,14.039072,2014,2,5.73
44.358295,43.64266,2012,3,21.09
6.0253315,13.534265,2010,4,13.92
35.636898,-31.088354,2016,9,16.4
61.188263,21.740871,2010,1,22.69
-34.73319,-59.250744,2014,5,0.6
78.832794,-10.985312,2014,10,26.57
24.01317,-11.140903,2014,1,11.37
45.235325,-16.2415,2013,2,16.99
-24.300846,11.737869,2015,10,3.4
19.35428,5.137656,2014,10,16.01
-15.59788,18.996906,2012,10,4.31
-11.629195,-26.349737,2012,5,2.61
64.095924,-4.559259,2012,3,18.42
-17.841856,10.198401,2013,6,7.06
-8.59643,31.877613,2010,7,8.01
-65.36925,27.743618,2010,5,-4.91
25.551815,7.4993877,2010,6,15.16
-82.32748,1.5108597,2010,11,-4.74
-28.639238,-40.552486,2011,11,-0.46
49.633575,-19.191141,2010,3,15.6
-19.079943,-11.636618,2014,11,9.66
-3.7950988,-45.70923,2011,8,7.2
-83.14065,23.326145,2012,2,-14.16
-51.69215,29.59386,2010,2,-0.03
7.357333,23.324604,2009,9,18.43
-36.25308,41.278778,2015,1,6.55
-46.31669,52.429943,2015,5,5.19
42.108284,-7.705852,2014,9,14.65
4.7986817,43.953953,2013,1,12.02
53.013035,-7.1581397,2016,1,17.61
30.44942,-53.23237,2010,8,13.07
33.293068,-52.60094,2010,8,13.45
47.71207,42.051826,2009,4,22.15
-59.776928,-8.265477,2015,12,-2.75
63.440777,42.59654,2016,10,27.41
-28.319138,25.691544,2011,11,4.98
58.57113,45.5963,2013,6,27.48
41.0968,-15.872263,2013,6,12.4
16.96042,-10.264884,2009,1,14.17
51.30819,-4.4284234,2014,4,16.97
-15.1481085,-38.26574,2010,8,-3.89
-52.10447,50.04187,2015,8,-0.77
40.102253,-27.178728,2015,7,19.95
72.7184,-6.125206,2014,10,19.74
31.403086,41.448547,2011,12,25.47
74.06669,2.8360837,2013,7,19.11
52.471287,48.840946,2015,1,23.36
-80.40391,-5.042944,2013,10,0.37
-48.455368,2.804581,2015,2,1.57
-33.55594,-69.68912,2015,1,5.48
-24.699553,-40.421368,2010,12,3.44
29.034863,-8.714961,2014,6,11.23
16.090864,-33.3361,2012,5,13.47
3.9914608,-69.14396,2016,9,7.19
2.8604774,-7.824412,2012,5,8.12
54.354137,-23.43591,2009,1,17.03
-0.49590456,-21.59368,2011,1,6.55
-9.879734,-25.645744,2013,5,6.66
7.657443,-26.87871,2016,7,9.77
-64.64017,1.5851481,2011,9,-1.82
-6.5287685,-26.554783,2011,2,8.86
22.021975,43.167603,2016,7,18.73
-84.288345,-0.3069588,2010,11,-7.3
56.827396,-25.560043,2012,4,15.82
41.10394,47.832256,2015,5,21.21
-34.710217,20.677317,2016,11,3.21
17.236923,-26.768993,2014,4,6.96
-27.31257,52.13819,2011,5,8.84
-67.0882,26.548143,2010,2,-5.28
-32.471043,36.00879,2015,1,7.52
-43.76839,-58.768993,2016,2,2.43
48.1501,21.355736,2016,3,21.62
-0.62765884,-21.900385,2011,1,3.9
-58.300533,-6.8306375,2016,9,-2.77
-6.618202,0.93478525,2015,5,11.0
-78.11613,19.73834,2010,10,-8.48
46.684223,43.376083,2010,5,20.97
63.301376,40.2338,2014,10,27.43
-69.60509,0.5292528,2010,7,-11.04
-40.917114,39.85548,2014,4,4.97
-42.636497,27.661604,2014,5,1.34
-7.4403944,43.6315,2009,1,12.21
34.417423,-36.204124,2015,7,14.32
32.424446,-55.058308,2009,6,12.21
-5.167971,-35.039658,2012,2,10.18
-46.606415,46.632397,2015,1,3.14
25.826374,53.152897,2016,6,21.57
-81.221954,-2.8295004,2013,12,-5.01
-35.288578,-19.177336,2009,6,9.78
-19.301565,-10.888748,2014,11,8.61
-3.9423778,36.511024,2010,7,17.89
-16.542175,-50.952877,2010,9,-1.67
-40.93188,-45.443027,2010,4,-14.16
-64.547195,46.06364,2010,9,-1.3
-11.080838,-27.212431,2011,4,3.62
-8.470187,-60.19448,2013,10,4.8
0.7047407,18.380796,2013,5,14.38
11.403208,32.79207,2016,10,13.52
32.427216,46.502697,2011,9,22.35
59.76552,-27.617727,2012,5,16.19
24.146389,41.15444,2016,11,19.53
-83.65484,-2.7856674,2013,12,-5.88
-29.637232,24.950876,2013,10,4.03
3.7022831,50.84591,2015,6,15.27
-70.500496,17.148417,2011,2,-4.1
-6.9564996,-62.78151,2016,11,6.1
1.0713788,-20.386326,2012,2,7.96
-61.92214,34.873833,2010,1,-3.99
58.16613,41.839573,2011,6,27.33
-66.86796,22.299559,2010,4,-6.71
-28.449501,-48.350033,2015,12,6.25
-23.986044,23.635855,2009,12,3.16
-50.8628,-11.561047,2015,11,0.96
9.214241,1.4195513,2014,3,15.38
48.33897,-39.48583,2016,10,13.81
52.927048,50.24805,2015,1,26.06
40.12838,-5.283512,2015,8,12.77
26.00345,11.336328,2009,7,16.64
61.194485,25.888977,2015,3,24.58
34.794415,25.797586,2010,7,19.57
-77.66785,2.4826393,2010,10,-6.17
-22.95765,45.012703,2014,8,3.93
-24.976704,26.403423,2009,11,3.81
-58.34256,-7.193829,2016,10,-2.79
48.090176,-34.60931,2015,7,13.92
9.167498,43.699684,2014,1,16.35
-34.50642,-66.77777,2013,4,0.8
9.294286,-55.895836,2014,12,6.91
40.722893,49.995235,2013,6,20.4
34.438675,27.331448,2012,7,20.39
7.9620104,42.536324,2012,3,14.63
-24.498161,-4.759693,2012,11,9.18
41.435993,-43.0378,2012,11,13.93
-81.53501,19.739109,2012,9,-16.0
1.6772362,-50.870354,2012,9,6.6
69.60687,-1.1171198,2013,7,22.96
27.162806,14.917682,2009,2,17.0
7.1099267,-48.646343,2014,7,6.83
38.606194,29.561495,2009,8,24.68
41.79003,3.3564913,2014,12,15.44
30.779501,-46.49957,2012,8,14.01
53.869087,7.941818,2011,10,20.23
62.86386,-10.905272,2015,3,23.37
27.168755,42.679314,2012,12,17.61
42.15559,14.742294,2016,2,14.42
17.485128,40.423805,2015,7,16.55
-28.560944,-47.578922,2015,12,7.32
36.161068,-0.3308387,2012,6,13.79
34.3457,-37.817593,2013,10,11.81
25.646215,20.837654,2012,9,15.94
-36.203735,13.693534,2016,11,2.68
23.833097,19.489592,2013,11,12.51
22.97775,-37.24228,2015,10,10.99
-12.331438,33.735348,2009,3,4.78
45.483803,16.649157,2014,1,15.37
-64.104485,3.1511557,2013,12,-2.05
12.07883,-53.927837,2012,11,8.84
-36.265247,11.639703,2016,12,0.16
49.274952,-29.475279,2016,4,16.94
58.890858,7.932105,2009,6,21.58
9.10645,-56.728546,2014,12,3.87
-39.28471,-59.36446,2013,3,1.84
-84.24411,1.6779896,2010,11,-2.86
-34.03858,-62.292625,2016,1,3.11
51.14761,6.4864945,2011,11,17.39
-12.802588,54.085426,2015,10,14.6
56.92364,38.681507,2011,5,25.07
-23.395649,43.66581,2014,7,7.23
-36.018246,29.602348,2012,6,3.18
-1.0036362,-15.77144,2009,2,7.86
4.1705165,-12.219889,2010,1,11.67
28.014965,45.064766,2011,11,22.09
66.65658,32.461346,2011,2,23.69
-63.06202,15.347007,2010,6,-3.38
35.19127,-54.131527,2011,6,11.83
-8.5437155,42.99613,2010,5,10.47
43.76986,-5.846291,2014,11,16.14
52.251106,49.70607,2016,2,25.68
52.449997,9.611247,2010,11,21.48
72.77497,-0.21978706,2014,8,21.49
-4.303489,-29.606022,2012,1,9.77
-17.522371,23.682339,2011,9,10.86
-23.050781,-53.570045,2012,8,-7.15
47.445087,8.713572,2010,10,16.68
56.259792,22.904768,2010,5,25.72
-69.722496,3.8155594,2010,6,-6.04
-11.364509,-55.981647,2011,10,1.12
-10.616308,-45.30208,2011,8,4.16
40.93702,-47.256348,2010,11,15.85
-62.377663,26.354883,2011,3,-1.83
-29.273438,16.19893,2015,6,2.61
-35.444344,-15.601207,2012,6,5.38
-56.65934,-2.331741,2012,7,-3.15
-30.17953,-6.498442,2010,8,4.58
19.670412,-25.918861,2015,5,10.7
8.413366,20.248423,2009,11,12.9
30.900164,33.103535,2016,12,20.95
41.158295,-18.850845,2013,7,11.87
20.733372,-19.787077,2015,2,12.42
69.15984,41.138252,2010,11,26.64
-16.479376,55.965553,2012,10,13.82
13.975154,11.668505,2012,4,16.59
32.461903,-54.266045,2009,7,14.7
-39.68736,-46.158722,2010,2,-11.13
-33.502666,22.843775,2016,12,4.14
-53.54899,-3.8096797,2015,7,-3.85
3.9433584,43.238235,2013,4,14.27
44.98365,-34.846603,2014,7,14.29
-59.87872,19.540552,2010,1,-3.05
-1.3996488,-51.209743,2011,12,5.79
-11.138842,-38.937122,2011,5,-0.42
-28.491621,-15.165037,2010,12,8.27
52.806496,-14.071368,2011,2,18.43
53.955364,-14.614587,2012,1,17.99
14.011958,-13.047738,2010,2,12.27
62.02557,48.03605,2015,4,31.22
-22.349228,17.061245,2012,10,3.94
-32.558804,50.408237,2015,3,1.62
15.171765,30.597115,2011,10,15.25
36.87264,-15.852632,2014,11,13.31
-3.7239993,-16.055193,2010,5,11.71
49.386154,-34.192287,2015,7,15.66
71.23435,-1.4368051,2014,7,22.21
12.184108,10.917333,2010,4,15.3
26.90652,35.78006,2014,12,21.91
42.42554,0.21405293,2014,9,15.02
-50.111668,-12.557033,2015,12,4.15
2.1693347,-34.357925,2010,6,9.82
-4.7825775,-24.42906,2013,2,7.03
-25.550638,-34.63163,2011,7,5.07
-6.3369513,21.247263,2011,4,6.37
-11.941044,3.6900268,2012,2,7.28
48.864666,42.88079,2010,7,23.33
-7.952289,-69.381645,2016,11,1.97
13.19252,42.11261,2010,3,18.71
43.322174,-26.859402,2015,4,17.13
-40.224022,16.940865,2016,7,3.32
13.751337,19.88201,2009,10,12.11
35.408573,11.631596,2009,11,15.1
-19.616121,9.219688,2013,6,6.08
67.65354,30.51638,2011,2,21.47
-31.041441,14.179513,2014,10,6.83
-38.938313,45.33561,2016,1,6.8
-68.97984,-0.56445086,2010,10,-7.35
-14.896825,51.23298,2014,11,9.8
20.820955,0.47156823,2009,11,13.83
-76.76737,-2.4029613,2013,12,-1.52
-64.943436,-5.3905663,2011,12,-1.17
68.88986,7.384602,2010,7,20.52
64.25122,1.5179508,2012,1,18.39
-0.845311,7.586806,2010,1,13.46
-27.624018,-37.96725,2011,9,2.59
24.224827,41.087543,2016,11,19.58
-23.366032,36.538864,2013,9,4.66
-80.198044,9.421804,2010,9,-5.77
-32.310547,47.469727,2013,3,2.03
-58.972683,0.9865267,2012,8,1.98
-83.23205,13.828267,2012,11,-10.44
-14.5627775,52.01615,2014,10,12.65
3.8258333,15.3844595,2009,5,13.95
27.551373,45.71914,2012,12,20.13
29.234215,-44.363335,2011,11,15.08
60.17055,33.66362,2015,5,26.19
-24.649204,-5.392116,2013,12,10.41
-23.6584,56.960484,2012,5,3.83
47.779167,-41.818226,2013,9,14.39
-22.327147,-49.577038,2011,11,0.78
31.129288,-29.308464,2014,7,15.1
31.962267,35.98908,2016,7,20.43
65.915085,-1.8051152,2016,4,19.4
3.7636576,6.0762105,2014,4,15.89
-44.103443,42.300037,2015,2,0.99
-4.7705727,-6.93301,2014,3,11.46
-14.684684,-28.600794,2012,5,0.8
48.00565,6.641953,2011,9,17.59
-4.936058,33.688244,2011,5,12.32
27.149075,38.37758,2013,12,22.57
-7.1170607,3.48634,2015,1,13.48
4.3670917,-0.6697832,2015,9,12.69
-78.037155,7.1988196,2010,7,-6.41
-47.051495,22.255417,2014,1,0.98
-22.393673,-56.17965,2012,7,-7.02
-58.512596,10.079127,2012,5,4.24
-40.152176,38.032963,2016,2,6.25
20.719398,-19.973705,2015,2,12.9
76.779236,-13.362355,2014,11,22.32
-39.00378,37.206844,2014,2,6.44
44.15764,0.66974664,2014,8,16.91
68.72188,3.9417195,2015,6,20.88
62.201317,-10.2401285,2015,4,23.48
12.880167,-36.07504,2009,6,10.0
43.61532,-35.20825,2014,8,15.14
2.5541022,-43.422657,2012,9,11.5
52.079784,-23.5456,2011,3,13.67
46.679134,31.522825,2016,1,22.99
25.412846,30.980701,2012,11,18.76
-51.879677,-8.550946,2012,9,2.22
59.080807,23.199818,2009,2,23.83
34.709026,-29.327103,2016,9,16.91
-32.791035,26.184052,2013,9,3.45
24.880615,6.830239,2009,5,13.58
40.21005,-41.515366,2013,10,14.24
-41.77536,36.77429,2014,1,1.75
45.068066,1.936824,2014,8,18.04
64.89217,-17.543821,2010,10,19.21
40.80469,-47.550385,2010,11,15.88
10.598722,-50.31363,2013,8,9.25
-50.665154,-11.759679,2014,10,2.44
38.145683,35.549904,2009,7,21.41
7.0559306,-66.51877,2016,8,6.46
45.11063,43.680992,2012,4,22.22
-33.283794,-69.002754,2016,3,4.61
-22.645609,15.846961,2012,10,4.07
-58.32707,14.7303295,2013,1,-0.68
3.6303678,-43.216835,2012,10,10.54
28.340364,-47.66732,2009,10,13.11
3.0131445,-66.81652,2016,10,9.17
-56.552044,37.65973,2011,3,-0.43
-84.45086,16.636063,2012,6,-14.19
5.4965906,30.868687,2016,5,14.77
3.8588026,-59.106987,2012,12,7.32
-9.0887575,-35.57508,2009,3,6.67
-35.64217,-64.24245,2013,1,3.51
-37.330734,49.72367,2013,3,5.79
10.699071,-53.59994,2012,11,11.26
48.21821,2.5231905,2013,8,18.31
-24.873182,29.98741,2009,11,0.93
66.94153,-27.346037,2015,6,20.2
36.674267,2.9783745,2010,6,14.04
-8.529823,-61.35673,2014,12,3.03
5.6344733,30.829456,2016,5,15.14
39.56098,-2.9488466,2014,8,11.63
12.26722,10.046485,2010,4,13.28
-27.361204,55.655865,2016,2,11.42
